Species;Date;Year;Quarter;Month;Index;Appr. status;Seqno;Haul;Validity;Station name;Subsam;Processing;Size;Sex;Subdiv;Rect;ICES;Lat;Long;Bottom depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area;Kg/hour;Tot. no./hour;Lengthcl.;No./hour;Length measure type;DNA sampleID;NumberToSample;SMHI serial no
greater weever;1991-02-05;1991;1;2;SEPI.1991.1;Locked;1;1;V;HOLMEGRUND;;;;;4B;4352;43F7;5702,35;0744,9;30;30;1,7;;;;;;;;;;;;116
greater weever;1991-02-05;1991;1;2;SEPI.1991.2;Locked;2;2;V;40 NW THYBORÖN;;;;;4B;4352;43F7;5707,99;0714,96;52;30;1,9;;;;;;;;;;;;117
greater weever;1991-02-05;1991;1;2;SEPI.1991.3;Locked;3;3;V;60 NW THYBORÖN;;;;;4B;4351;43F6;5715,899;0641,5;72;30;1,8;;;;;;;;;;;;118
greater weever;1991-02-05;1991;1;2;SEPI.1991.4;Locked;4;4;V;44 SW LINDESNÄS;;;;;4B;4351;43F6;5720,5;0620,04;77;30;1,8;;;;;;;;;;;;119
greater weever;1991-02-06;1991;1;2;SEPI.1991.5;Locked;5;5;V;9 WNW BOVBIERG.;;;;;4B;4252;42F7;5636,6;0752,3;26;30;2;;;;;;;;;;;;120
greater weever;1991-02-06;1991;1;2;SEPI.1991.6;Locked;6;6;V;30 W BOVBJERG;;;;;4B;4252;42F7;5633,58;0711,33;33;30;2;;;;;;;;;;;;121
greater weever;1991-02-06;1991;1;2;SEPI.1991.7;Locked;7;7;V;45 W BOVBJERG;;;;;4B;4251;42F6;5632,399;0649,799;42;30;2,2;;;;;;;;;;;;122
greater weever;1991-02-07;1991;1;2;SEPI.1991.8;Locked;8;8;V;52 SW LINDESNÄS;;;;;4A;4450;44F5;5732,95;0539,47;95;30;2;;;;;;;;;;;;123
greater weever;1991-02-07;1991;1;2;SEPI.1991.9;Locked;9;9;V;44 SW LISTA;;;;;4A;4450;44F5;5737,879;0508,26;91;30;1,9;;;;;;;;;;;;124
greater weever;1991-02-11;1991;1;2;SEPI.1991.10;Locked;10;10;V;62 WSW THYBORÖN;;;;;4B;4251;42F6;5634,899;0600,7;50;30;1,8;;;;;;;;;;;;125
greater weever;1991-02-11;1991;1;2;SEPI.1991.11;Locked;11;11;V;70 WSW THYBORÖN;;;;;4B;4250;42F5;5632,2;0554,9;47;30;1,9;;;;;;;;;;;;126
greater weever;1991-02-11;1991;1;2;SEPI.1991.12;Locked;12;12;V;60 NE EKOFISK;;;;;4B;4250;42F5;5643,529;0502,77;66;30;2;;;;;;;;;;;;127
greater weever;1991-02-11;1991;1;2;SEPI.1991.13;Locked;13;13;V;68 NE EKOFISK;;;;;4B;4350;43F5;5701,299;0511,09;59;30;2;;;;;;;;;;;;128
greater weever;1991-02-12;1991;1;2;SEPI.1991.14;Locked;14;14;V;20 N HANSTHOLM;;;;;4B;4353;43F8;5726,799;0830,7;57;30;1,9;;;;;;;;;;;;129
greater weever;1991-02-12;1991;1;2;SEPI.1991.15;Locked;15;15;V;16 N HANSTHOLM;0;0;9;;4B;4353;43F8;5724;0830,2;40;30;1,9;75,9;5,1;;0,5340;1,84;10;270;4;Total length TL;;;130
greater weever;1991-02-12;1991;1;2;SEPI.1991.15;Locked;15;15;V;16 N HANSTHOLM;0;0;9;;4B;4353;43F8;5724;0830,2;40;30;1,9;75,9;5,1;;0,5340;1,84;10;280;2;Total length TL;;;130
greater weever;1991-02-12;1991;1;2;SEPI.1991.15;Locked;15;15;V;16 N HANSTHOLM;0;0;9;;4B;4353;43F8;5724;0830,2;40;30;1,9;75,9;5,1;;0,5340;1,84;10;290;2;Total length TL;;;130
greater weever;1991-02-12;1991;1;2;SEPI.1991.15;Locked;15;15;V;16 N HANSTHOLM;0;0;9;;4B;4353;43F8;5724;0830,2;40;30;1,9;75,9;5,1;;0,5340;1,84;10;320;2;Total length TL;;;130
greater weever;1991-02-12;1991;1;2;SEPI.1991.16;Locked;16;16;V;24 N HANSTHOLM;0;0;9;;20;4453;44F8;5731,89;0830,29;88;30;2;119,6;3,4;;0,8860;,28;2;280;2;Total length TL;;;131
greater weever;1991-02-12;1991;1;2;SEPI.1991.17;Locked;17;17;V;31 N HANSTHOLM;;;;;20;4453;44F8;5735,649;0843,619;81;30;2;;;;;;;;;;;;
greater weever;1991-02-12;1991;1;2;SEPI.1991.18;Locked;18;18;V;36 N HANSTHOLM;;;;;20;4453;44F8;5745,45;0844,34;208;31;2,2;;;;;;;;;;;;132
greater weever;1991-02-13;1991;1;2;SEPI.1991.19;Locked;19;19;V;11 N HIRTSHALS;;;;;20;4454;44F9;5744,299;0941,9;36;30;1,6;;;;;;;;;;;;133
greater weever;1991-02-13;1991;1;2;SEPI.1991.20;Locked;20;20;V;17 N HIRTSHALS;0;0;9;;20;4454;44F9;5752,399;0943,7;65;30;2;93,7;3,8;;0,6940;,22;2;260;2;Total length TL;;;134
greater weever;1991-02-13;1991;1;2;SEPI.1991.21;Locked;21;21;V;24 N HIRTSHALS;;;;;20;4454;44F9;5757,62;0948,719;104;30;2;;;;;;;;;;;;135
greater weever;1991-02-13;1991;1;2;SEPI.1991.22;Locked;22;22;V;27 N HIRTSHALS;;;;;20;4554;45F9;5801,12;0949,91;157;30;2;;;;;;;;;;;;136
greater weever;1991-02-13;1991;1;2;SEPI.1991.23;Locked;23;23;V;30 N HIRTSHALS;;;;;20;4554;45F9;5803,779;0946,85;265;30;2,1;;;;;;;;;;;;137
greater weever;1991-02-14;1991;1;2;SEPI.1991.24;Locked;24;24;V;PERSGRUND;;;;;20;4655;46G0;5838,399;1050,199;81;30;2;;;;;;;;;;;;138
greater weever;1991-02-14;1991;1;2;SEPI.1991.25;Locked;25;25;V;5 W VÄDERÖARNA;;;;;20;4655;46G0;5833,5;1050,5;86;30;2;;;;;;;;;;;;
greater weever;1991-02-14;1991;1;2;SEPI.1991.26;Locked;26;26;V;KILEBOJEN;;;;;20;4655;46G0;5835,29;1054,42;73;30;2;;;;;;;;;;;;
greater weever;1991-02-14;1991;1;2;SEPI.1991.27;Locked;27;27;V;NW SKÄGGA K1;;;;;20;4556;45G1;5827,609;1108,229;54;30;2;;;;;;;;;;;;139
greater weever;1991-02-18;1991;1;2;SEPI.1991.28;Locked;28;28;V;6,5 ENE SKAGENS REV;;;;;20;4456;44G1;5748,899;1100,599;49;30;1,9;;;;;;;;;;;;140
greater weever;1991-02-18;1991;1;2;SEPI.1991.29;Locked;29;29;V;7,5 NE SKAGENS REV;;;;;20;4455;44G0;5750,799;1056,4;70;30;2;;;;;;;;;;;;141
greater weever;1991-02-18;1991;1;2;SEPI.1991.30;Locked;30;30;V;13 W MARSTRAND;;;;;20;4456;44G1;5753,38;1111,489;64;30;1,9;;;;;;;;;;;;
greater weever;1991-02-19;1991;1;2;SEPI.1991.31;Locked;31;31;V;5 N SKAGEN;;;;;20;4455;44G0;5749,5;1033,229;105;30;1,8;;;;;;;;;;;;
greater weever;1991-02-19;1991;1;2;SEPI.1991.32;Locked;32;32;V;7,5 N HIRTSHALS;;;;;20;4455;44G0;5744,5;1009,4;60;30;1,8;;;;;;;;;;;;144
greater weever;1991-02-20;1991;1;2;SEPI.1991.33;Locked;33;33;V;7 W HÅLLÖ;;;;;20;4556;45G1;5818,83;1100,239;102;30;1,8;;;;;;;;;;;;148
greater weever;1991-02-20;1991;1;2;SEPI.1991.34;Locked;34;34;V;19 W MÅSESKÄR;;;;;20;4555;45G0;5806,97;1043,78;235;34;2;;;;;;;;;;;;149
greater weever;1991-02-20;1991;1;2;SEPI.1991.35;Locked;35;35;V;9 W MÅSESKÄR;;;;;20;4556;45G1;5804,899;1104,099;139;30;1,9;;;;;;;;;;;;150
greater weever;1991-02-20;1991;1;2;SEPI.1991.36;Locked;37;36;V;HERTAS FLAK;;;;;20;4455;44G0;5741,5;1056;30;30;2;;;;;;;;;;;;151
greater weever;1991-02-21;1991;1;2;SEPI.1991.37;Locked;38;37;V;LÄSÖ RÄNNA;;;;;21;4355;43G0;5726,47;1049,93;40;30;2,1;;;;;;;;;;;;153
greater weever;1991-02-21;1991;1;2;SEPI.1991.38;Locked;40;38;V;BÖCHERS BANK;;;;;21;4356;43G1;5724,1;1119,4;39;30;2;;;;;;;;;;;;154
greater weever;1991-02-21;1991;1;2;SEPI.1991.39;Locked;41;39;V;10 WNW NIDINGEN;;;;;21;4356;43G1;5718,2;1134,8;66;30;1,8;;;;;;;;;;;;155
greater weever;1991-02-21;1991;1;2;SEPI.1991.40;Locked;43;40;V;7,5 W VINGA;;;;;20;4456;44G1;5740,299;1121,4;65;30;1,9;;;;;;;;;;;;156
greater weever;1991-02-25;1991;1;2;SEPI.1991.41;Locked;44;41;V;SW VINGA;;;;;20;4456;44G1;5734,299;1138,699;39;30;1,8;;;;;;;;;;;;160
greater weever;1991-02-25;1991;1;2;SEPI.1991.42;Locked;45;42;V;W GROVES FLAK;;;;;21;4356;43G1;5710,6;1127,3;67;30;2,1;;;;;;;;;;;;161
greater weever;1991-02-26;1991;1;2;SEPI.1991.43;Locked;46;43;V;LUNDÅKRABUKTEN;;;;;23;4057;40G2;5548,1;1251,02;18;30;2;;;;;;;;;;;;164
greater weever;1991-02-26;1991;1;2;SEPI.1991.44;Locked;47;44;V;N VEN;;;;;23;4057;40G2;5556,6;1241,8;28;30;1,8;;;;;;;;;;;;166
greater weever;1991-02-26;1991;1;2;SEPI.1991.45;Locked;48;45;V;5 SW KULLEN;;;;;23;4157;41G2;5613;1225,599;23;30;2,1;;;;;;;;;;;;169
greater weever;1991-02-26;1991;1;2;SEPI.1991.46;Locked;49;46;V;SKÄLDERVIKEN;;;;;21;4157;41G2;5620,2;1235,5;21;30;1,8;;;;;;;;;;;;168
greater weever;1991-02-27;1991;1;2;SEPI.1991.47;Locked;36;47;V;7 N HJELM;;;;;21;4155;41G0;5612,64;1057,64;21;30;1,8;;;;;;;;;;;;170
greater weever;1991-02-27;1991;1;2;SEPI.1991.48;Locked;39;48;V;6 E GRENÅ;;;;;21;4156;41G1;5625,959;1105;19;30;2;;;;;;;;;;;;171
greater weever;1991-02-27;1991;1;2;SEPI.1991.49;Locked;42;49;V;6 NE LYSEGRUND;;;;;21;4156;41G1;5621,2;1154,199;30;30;2,1;;;;;;;;;;;;172
greater weever;1991-02-27;1991;1;2;SEPI.1991.50;Locked;50;50;V;S ANHOLT KNOB;;;;;21;4256;42G1;5634,859;1148,88;33;30;2,3;;;;;;;;;;;;173
greater weever;1991-02-27;1991;1;2;SEPI.1991.51;Locked;56;51;V;FYRBANKEN (ANHOLT);0;0;9;;21;4256;42G1;5647,299;1152,3;44;30;1,9;93,8;3,7;;0,6600;,56;4;270;2;Total length TL;;;
greater weever;1991-02-27;1991;1;2;SEPI.1991.51;Locked;56;51;V;FYRBANKEN (ANHOLT);0;0;9;;21;4256;42G1;5647,299;1152,3;44;30;1,9;93,8;3,7;;0,6600;,56;4;290;2;Total length TL;;;
greater weever;1991-02-28;1991;1;2;SEPI.1991.52;Locked;51;52;V;YTTRE LAHOLMSBUKTEN;;;;;21;4257;42G2;5632,64;1231,63;25;30;2;;;;;;;;;;;;175
greater weever;1991-02-28;1991;1;2;SEPI.1991.53;Locked;52;53;V;STORA MIDDELGRUND;0;0;9;;21;4257;42G2;5633,18;1211,78;48;30;1,8;96,2;3,9;;0,6410;,3;2;290;2;Total length TL;;;176
greater weever;1991-02-28;1991;1;2;SEPI.1991.54;Locked;53;54;V;MORUPS BANK;;;;;21;4257;42G2;5651,1;1218,5;25;30;1,9;;;;;;;;;;;;177
greater weever;1991-02-28;1991;1;2;SEPI.1991.55;Locked;54;55;V;GALTABÄCK;0;0;9;;21;4357;43G2;5700,7;1212;34;30;2,1;96,3;3,7;;0,7490;,18;2;230;2;Total length TL;;;178
greater weever;1991-02-28;1991;1;2;SEPI.1991.56;Locked;55;56;V;FLADEN;;;;;21;4356;43G1;5705,7;1149,9;60;30;2,1;;;;;;;;;;;;179
greater weever;1991-04-15;1991;2;4;SEPI.1991.102;Final;59;102;V;HERTAS FLAK;;;;;20;4455;44G0;5739,339;1059,099;31;30;1,9;;;;;;;;;;;;180
greater weever;1991-04-15;1991;2;4;SEPI.1991.103;Final;60;103;V;LÄSÖ RÄNNA;;;;;21;4355;43G0;5727,45;1052,8;40;30;1,8;;;;;;;;;;;;181
greater weever;1991-04-15;1991;2;4;SEPI.1991.104;Final;61;104;V;4 N BÖCHERS BANK;;;;;21;4356;43G1;5723,37;1119,119;39;30;1,6;;;;;;;;;;;;182
greater weever;1991-04-16;1991;2;4;SEPI.1991.105;Final;62;105;V;4,5 N SKAGEN;;;;;20;4455;44G0;5749,549;1034,93;107;30;1,6;;;;;;;;;;;;183
greater weever;1991-04-16;1991;2;4;SEPI.1991.106;Final;63;106;V;7,5 NE HIRTSHALS;;;;;20;4455;44G0;5744,93;1010,08;73;30;2,1;;;;;;;;;;;;184
greater weever;1991-04-16;1991;2;4;SEPI.1991.107;Final;64;107;V;17 N HIRTSHALS;;;;;20;4454;44F9;5752,879;0951,63;59;30;2;;;;;;;;;;;;185
greater weever;1991-04-16;1991;2;4;SEPI.1991.108;Final;65;108;V;24 N HIRTSHALS;;;;;20;4454;44F9;5757,819;0948,92;103;30;1,7;;;;;;;;;;;;
greater weever;1991-04-16;1991;2;4;SEPI.1991.109;Final;66;109;V;30 N HIRTSHALS;;;;;20;4554;45F9;5803,22;0945,61;263;30;2,1;;;;;;;;;;;;186
greater weever;1991-04-17;1991;2;4;SEPI.1991.110;Final;67;110;V;24 N HANSTHOLM;;;;;20;4453;44F8;5731,75;0820,7;105;30;2;;;;;;;;;;;;187
greater weever;1991-04-17;1991;2;4;SEPI.1991.111;Final;68;111;V;20 N HANSTHOLM;0;0;9;;20;4353;43F8;5727,259;0830,56;59;30;1,9;150,4;;38,4;1,0580;,3;2;270;2;Total length TL;;;188
greater weever;1991-04-17;1991;2;4;SEPI.1991.112;Final;69;112;V;24 N HANSTHOLM;;;;;20;4453;44F8;5731,629;0835,25;70;30;2;;;;;;;;;;;;184
greater weever;1991-04-17;1991;2;4;SEPI.1991.113;Final;70;113;V;31 N HANSTHOLM;;;;;20;4453;44F8;5735,62;0843,46;77;30;1,7;;;;;;;;;;;;190
greater weever;1991-04-17;1991;2;4;SEPI.1991.114;Final;71;114;V;36 N HANSTHOLM;;;;;20;4453;44F8;5745,569;0843,67;214;29;2,2;;;;;;;;;;;;191
greater weever;1991-04-17;1991;2;4;SEPI.1991.115;Final;72;115;V;11 NW HIRTSHALS;;;;;20;4454;44F9;5743,74;0942,479;36;30;2;;;;;;;;;;;;192
greater weever;1991-04-18;1991;2;4;SEPI.1991.116;Final;73;116;V;PERSGRUND;;;;;20;4655;46G0;5839,91;1049,589;81;30;1,8;;;;;;;;;;;;193
greater weever;1991-04-18;1991;2;4;SEPI.1991.117;Final;74;117;V;KILEBOJEN;;;;;20;4655;46G0;5835,779;1054,229;73;30;2,2;;;;;;;;;;;;
greater weever;1991-04-18;1991;2;4;SEPI.1991.118;Final;75;118;V;5 W VÄDERÖARNA;;;;;20;4655;46G0;5833,29;1050,81;86;30;1,9;;;;;;;;;;;;194
greater weever;1991-04-18;1991;2;4;SEPI.1991.119;Final;76;119;V;NW SKÄGGA;;;;;20;4656;46G1;5830,129;1107,449;68;30;2;;;;;;;;;;;;195
greater weever;1991-04-18;1991;2;4;SEPI.1991.120;Final;77;120;V;7 W HÅLLÖ;;;;;20;4555;45G0;5818,509;1058,93;110;30;2,1;;;;;;;;;;;;196
greater weever;1991-04-18;1991;2;4;SEPI.1991.121;Final;78;121;V;19 W MÅSESKÄR;;;;;20;4555;45G0;5806,7;1043,91;234;30;2;;;;;;;;;;;;197
greater weever;1991-04-18;1991;2;4;SEPI.1991.122;Final;79;122;V;8,5 W MÅSESKÄR;;;;;20;4556;45G1;5803,91;1104,55;139;30;2,1;;;;;;;;;;;;198
greater weever;1991-04-19;1991;2;4;SEPI.1991.123;Final;80;123;V;7,5 NE SKAGEN;;;;;20;4455;44G0;5751,62;1057,569;70;30;2,1;;;;;;;;;;;;199
greater weever;1991-04-19;1991;2;4;SEPI.1991.124;Final;81;124;V;12 W MARSTRAND;0;0;9;;20;4456;44G1;5753,839;1109,989;64;30;2;150,4;4,1;;1,1140;,3;2;270;2;Total length TL;;;200
greater weever;1991-04-22;1991;2;4;SEPI.1991.125;Final;82;125;V;7,5 W VINGA;;;;;20;4456;44G1;5741,049;1120,969;62;30;1,8;;;;;;;;;;;;201
greater weever;1991-04-22;1991;2;4;SEPI.1991.126;Final;83;126;V;SW VINGA;;;;;20;4456;44G1;5734,22;1131,739;72;30;1,7;;;;;;;;;;;;202
greater weever;1991-04-22;1991;2;4;SEPI.1991.127;Final;84;127;V;10 WNW NIDINGEN;;;;;21;4356;43G1;5721,52;1138,78;63;30;1,7;;;;;;;;;;;;203
greater weever;1991-04-22;1991;2;4;SEPI.1991.128;Final;85;128;V;NW GROVES FLAK;;;;;21;4356;43G1;5710,97;1126,699;70;30;2,3;;;;;;;;;;;;204
greater weever;1991-04-23;1991;2;4;SEPI.1991.129;Final;86;129;V;KUNGSBACKAFJORDENS MYNNING;;;;;21;4356;43G1;5717,89;1157,459;37;30;1,6;;;;;;;;;;;;205
greater weever;1991-04-23;1991;2;4;SEPI.1991.130;Final;87;130;V;INRE VÄRÖTUBEN;;;;;21;4357;43G2;5712,609;1203,01;29;30;2;;;;;;;;;;;;206
greater weever;1991-04-23;1991;2;4;SEPI.1991.131;Final;88;131;V;E FLADEN;;;;;21;4356;43G1;5709,24;1151;54;30;1,7;;;;;;;;;;;;207
greater weever;1991-04-23;1991;2;4;SEPI.1991.132;Final;89;132;V;GALTABÄCK;;;;;21;4357;43G2;5702,89;1211,8;36;30;2;;;;;;;;;;;;208
greater weever;1991-04-23;1991;2;4;SEPI.1991.133;Final;90;133;V;MORUPS BANK;;;;;21;4257;42G2;5653;1216,439;26;30;2;;;;;;;;;;;;208
greater weever;1991-04-23;1991;2;4;SEPI.1991.134;Final;91;134;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,35;1151,63;49;30;1,9;109,1;4,7;;0,7680;1,46;12;230;2;Total length TL;;;209
greater weever;1991-04-23;1991;2;4;SEPI.1991.134;Final;91;134;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,35;1151,63;49;30;1,9;109,1;4,7;;0,7680;1,46;12;250;4;Total length TL;;;209
greater weever;1991-04-23;1991;2;4;SEPI.1991.134;Final;91;134;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,35;1151,63;49;30;1,9;109,1;4,7;;0,7680;1,46;12;260;2;Total length TL;;;209
greater weever;1991-04-23;1991;2;4;SEPI.1991.134;Final;91;134;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,35;1151,63;49;30;1,9;109,1;4,7;;0,7680;1,46;12;270;2;Total length TL;;;209
greater weever;1991-04-23;1991;2;4;SEPI.1991.134;Final;91;134;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,35;1151,63;49;30;1,9;109,1;4,7;;0,7680;1,46;12;290;2;Total length TL;;;209
greater weever;1991-04-23;1991;2;4;SEPI.1991.135;Final;92;135;V;7 S ANHOLT;;;;;21;4256;42G1;5637,069;1149;33;30;2,1;;;;;;;;;;;;210
greater weever;1991-04-24;1991;2;4;SEPI.1991.136;Final;93;136;V;E STORA MIDDELGRUND;0;0;9;;21;4257;42G2;5632,91;1211,449;50;30;2,1;95,7;4,2;;0,7440;,22;2;270;2;Total length TL;;;211
greater weever;1991-04-24;1991;2;4;SEPI.1991.137;Final;94;137;V;YTTRE LAHOLMSBUKTEN;;;;;21;4257;42G2;5632,79;1231,349;25;30;2,2;;;;;;;;;;;;212
greater weever;1991-04-24;1991;2;4;SEPI.1991.138;Final;95;138;V;SKÄLDERVIKEN;;;;;21;4157;41G2;5620,859;1235,239;21;30;2;;;;;;;;;;;;213
greater weever;1991-04-24;1991;2;4;SEPI.1991.139;Final;96;139;V;NW HÖGANÄS;;;;;23;4157;41G2;5614,49;1222,599;23;30;2;;;;;;;;;;;;214
greater weever;1991-04-24;1991;2;4;SEPI.1991.140;Final;97;140;V;N VEN;;;;;23;4057;40G2;5558,12;1241,489;28;29;1,7;;;;;;;;;;;;215
greater weever;1991-04-24;1991;2;4;SEPI.1991.141;Final;98;141;V;LUNDÅKRABUKTEN;;;;;23;4057;40G2;5547,899;1251,27;18;30;1,6;;;;;;;;;;;;216
greater weever;1991-04-25;1991;2;4;SEPI.1991.142;Final;99;142;V;NE LYSEGRUND;;;;;21;4156;41G1;5620,91;1157,209;30;30;1,9;;;;;;;;;;;;217
greater weever;1991-04-25;1991;2;4;SEPI.1991.143;Final;100;143;V;7 N HJELM;;;;;21;4155;41G0;5613,169;1057,119;21;30;1,8;;;;;;;;;;;;218
greater weever;1991-04-25;1991;2;4;SEPI.1991.144;Final;101;144;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5626,14;1104,369;18;16;1,1;;;;;,713;7,5;240;3,8;Total length TL;;;219
greater weever;1991-04-25;1991;2;4;SEPI.1991.144;Final;101;144;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5626,14;1104,369;18;16;1,1;;;;;,713;7,5;250;3,8;Total length TL;;;219
greater weever;1991-09-10;1991;3;9;SEPI.1991.189;Final;117;189;V;20 N HANSTHOLM;;;;;4B;4353;43F8;5727,06;0835,29;48;30;1,6;;;;;;;;;;;;616
greater weever;1991-09-10;1991;3;9;SEPI.1991.190;Final;118;190;V;16 N HANSTHOLM;;;;;4B;4353;43F8;5726,089;0833,479;39;30;1,7;;;;;;;;;;;;617
greater weever;1991-09-10;1991;3;9;SEPI.1991.191;Final;119;191;V;24 N HANSTHOLM;;;;;20;4453;44F8;5731,62;0835,26;73;30;1,7;;;;;;;;;;;;618
greater weever;1991-09-10;1991;3;9;SEPI.1991.192;Final;120;192;V;31 N HANSTHOLM;;;;;20;4453;44F8;5735,549;0844;77;30;1,6;;;;;;;;;;;;619
greater weever;1991-09-10;1991;3;9;SEPI.1991.193;Final;121;193;V;36 N HANSTHOLM;;;;;20;4453;44F8;5746,189;0845,65;217;30;1,8;;;;;;;;;;;;620
greater weever;1991-09-11;1991;3;9;SEPI.1991.194;Final;122;194;V;11 N HIRTSHALS;;;;;20;4454;44F9;5745,049;0946,43;36;30;1,9;;;;;;;;;;;;621
greater weever;1991-09-11;1991;3;9;SEPI.1991.195;Final;123;195;V;7.5 N HIRTSHALS;;;;;20;4455;44G0;5743,899;1005,309;79;30;2,1;;;;;;;;;;;;622
greater weever;1991-09-11;1991;3;9;SEPI.1991.196;Final;124;196;V;4,5 N SKAGEN;;;;;20;4455;44G0;5749,609;1030,54;96;30;1,9;;;;;;;;;;;;623
greater weever;1991-09-12;1991;3;9;SEPI.1991.197;Final;125;197;V;30 N HIRTSHALS;;;;;20;4554;45F9;5804,27;0948,86;257;30;1,8;;;;;;;;;;;;624
greater weever;1991-09-12;1991;3;9;SEPI.1991.198;Final;126;198;V;27 N HIRTSHALS;;;;;20;4554;45F9;5800,459;0948,65;148;30;2;;;;;;;;;;;;625
greater weever;1991-09-12;1991;3;9;SEPI.1991.199;Final;127;199;V;24 N HIRTSHALS;;;;;20;4454;44F9;5759,009;0953,219;104;30;1,8;;;;;;;;;;;;626
greater weever;1991-09-12;1991;3;9;SEPI.1991.200;Final;128;200;V;17 N HIRTSHALS;;;;;20;4454;44F9;5752,859;0951,98;60;30;1,9;;;;;;;;;;;;627
greater weever;1991-09-12;1991;3;9;SEPI.1991.201;Final;129;201;V;19 W MÅSESKÄR;;;;;20;4555;45G0;5805,479;1043,63;231;30;2;;;;;;;;;;;;628
greater weever;1991-09-13;1991;3;9;SEPI.1991.202;Final;130;202;V;7 W MÅSESKÄR;;;;;20;4556;45G1;5805,5;1103,829;136;30;2,1;;;;;;;;;;;;629
greater weever;1991-09-13;1991;3;9;SEPI.1991.203;Final;131;203;V;13 W MARSTRAND;;;;;20;4456;44G1;5752,45;1112,63;63;30;1,9;;;;;;;;;;;;630
greater weever;1991-09-16;1991;3;9;SEPI.1991.204;Final;132;204;V;SW VINGA;;;;;20;4456;44G1;5734,029;1137,75;38;30;2;;;;;;;;;;;;631
greater weever;1991-09-16;1991;3;9;SEPI.1991.205;Final;133;205;V;HERTAS FLAK;;;;;20;4455;44G0;5739,2;1059;31;30;1,7;;;;;;;;;;;;632
greater weever;1991-09-16;1991;3;9;SEPI.1991.206;Final;134;206;V;6,5 ENE SKAGENS REV;;;;;20;4455;44G0;5748;1058,9;47;30;2,1;;;;;;;;;;;;
greater weever;1991-09-16;1991;3;9;SEPI.1991.207;Final;135;207;V;7,5 NE SKAGENS REV;;;;;20;4455;44G0;5751,089;1057,04;72;30;1,9;;;;;;;;;;;;633
greater weever;1991-09-17;1991;3;9;SEPI.1991.208;Final;136;208;V;PERSGRUND;;;;;20;4655;46G0;5839,959;1049,619;85;30;2;;;;;;;;;;;;635
greater weever;1991-09-17;1991;3;9;SEPI.1991.209;Final;137;209;V;5 W VÄDERÖARNA;;;;;20;4655;46G0;5834,06;1050,68;83;30;1,9;;;;;;;;;;;;636
greater weever;1991-09-17;1991;3;9;SEPI.1991.210;Final;138;210;V;KILEBOJEN;;;;;20;4655;46G0;5833,83;1053,199;79;30;2;;;;;;;;;;;;
greater weever;1991-09-17;1991;3;9;SEPI.1991.211;Final;139;211;V;NW SKÄGGA;;;;;20;4556;45G1;5829,7;1107,449;57;30;1,9;;;;;;;;;;;;
greater weever;1991-09-17;1991;3;9;SEPI.1991.212;Final;140;212;V;LERAN;;;;;20;4556;45G1;5827,5;1104,199;57;30;1,9;;;;;;;;;;;;637
greater weever;1991-09-17;1991;3;9;SEPI.1991.213;Final;141;213;V;7 W HÅLLÖ;;;;;20;4555;45G0;5818,899;1059,599;105;30;2;;;;;;;;;;;;
greater weever;1991-09-18;1991;3;9;SEPI.1991.214;Final;142;214;V;GALTABÄCK;;;;;21;4357;43G2;5702,79;1211,54;28;30;2;;;;;;;;;;;;639
greater weever;1991-09-18;1991;3;9;SEPI.1991.215;Final;143;215;V;MORUPS BANK;0;0;9;;21;4257;42G2;5653;1216,81;26;30;1,8;84,1;;;0,5610;,4;2;290;2;Total length TL;;;640
greater weever;1991-09-18;1991;3;9;SEPI.1991.216;Final;144;216;V;YTTRE LAHOLMSBUKTEN;;;;;21;4257;42G2;5634;1237,099;22;30;1,8;;;;;;;;;;;;641
greater weever;1991-09-18;1991;3;9;SEPI.1991.217;Final;145;217;V;SKÄLDERVIKEN;;;;;21;4157;41G2;5621,1;1234,8;22;30;2;;;;;;;;;;;;642
greater weever;1991-09-18;1991;3;9;SEPI.1991.218;Final;146;218;V;7 NW KULLEN;;;;;21;4157;41G2;5620,899;1215,8;32;30;2;;;;;;;;;;;;643
greater weever;1991-09-19;1991;3;9;SEPI.1991.219;Final;147;219;V;LUNDÅKRABUKTEN;;;;;23;4057;40G2;5546,58;1252,39;14;30;1,8;;;;;;;;;;;;650
greater weever;1991-09-19;1991;3;9;SEPI.1991.220;Final;148;220;V;N VEN;;;;;23;4057;40G2;5556,81;1241,839;23;30;1,9;;;;;;;;;;;;652
greater weever;1991-09-19;1991;3;9;SEPI.1991.221;Final;149;221;V;NW HÖGANÄS;;;;;23;4157;41G2;5612,399;1226,3;22;30;1,9;;;;;;;;;;;;653
greater weever;1991-09-19;1991;3;9;SEPI.1991.222;Final;150;222;V;STORA MIDDELGRUND;;;;;21;4257;42G2;5632,799;1211,699;47;30;1,9;;;;;;;;;;;;654
greater weever;1991-09-19;1991;3;9;SEPI.1991.223;Final;151;223;V;13 W TYLÖN;;;;;21;4257;42G2;5637,299;1218,699;34;30;2;;;;;;;;;;;;655
