Species;Date;Year;Quarter;Month;Index;Appr. status;Seqno;Haul;Validity;Station name;Subsam;Processing;Size;Sex;Subdiv;Rect;ICES;Lat;Long;Bottom depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area;Kg/hour;Tot. no./hour;Lengthcl.;No./hour;Length measure type;DNA sampleID;NumberToSample;SMHI serial no
greater weever;1998-09-03;1998;3;9;SEPI.1998.487;Checked;200;487;V;7,5 N HIRTSHALS;;;;;20;4455;44G0;5744,299;1007,4;82;30;1,9;;;;;;;;;;;;486
greater weever;1998-09-03;1998;3;9;SEPI.1998.488;Checked;201;488;V;4,5 N SKAGEN;;;;;20;4455;44G0;5749,899;1032,699;102;30;1,89;;;;;;;;;;;;488
greater weever;1998-09-03;1998;3;9;SEPI.1998.489;Checked;202;489;V;7,5 NE SKAGENS REV;;;;;20;4455;44G0;5750,899;1055,699;75;30;1,91;;;;;;;;;;;;489
greater weever;1998-09-03;1998;3;9;SEPI.1998.490;Checked;203;490;V;6,5 ENE SKAGENS REV;;;;;20;4455;44G0;5748,399;1059,199;48;30;1,93;;;;;;;;;;;;
greater weever;1998-09-04;1998;3;9;SEPI.1998.492;Checked;204;492;V;LÄSÖ RÄNNA;;;;;21;4355;43G0;5726,399;1049,5;41;30;1,94;;;;;;;;;;;;491
greater weever;1998-09-04;1998;3;9;SEPI.1998.493;Checked;205;493;V;4 N BÖCHERS BANK;0;0;9;;21;4356;43G1;5724,1;1119,199;39;30;1,89;78,9;3,9;;0,5520;,28;2;280;2;Total length TL;;;493
greater weever;1998-09-07;1998;3;9;SEPI.1998.494;Checked;206;494;V;SW VINGA;;;;;20;4456;44G1;5733,7;1137,5;47;30;1,99;;;;;;;;;;;;494
greater weever;1998-09-07;1998;3;9;SEPI.1998.495;Checked;207;495;V;W GROVES FLAK;;;;;21;4356;43G1;5711,399;1126,5;71;30;1,98;;;;;;;;;;;;495
greater weever;1998-09-07;1998;3;9;SEPI.1998.496;Checked;208;496;I;W FLADEN;;;;;21;4356;43G1;5711,399;1139,699;76;30;1,91;;;;;;;;;;;;498
greater weever;1998-09-07;1998;3;9;SEPI.1998.497;Checked;209;497;V;W FLADEN;;;;;21;4356;43G1;5712,399;1139,699;65;30;2,05;;;;;;;;;;;;498
greater weever;1998-09-08;1998;3;9;SEPI.1998.500;Checked;211;500;V;PERSGRUND;;;;;20;4655;46G0;5839,5;1049,8;82;30;1,98;;;;;;;;;;;;500
greater weever;1998-09-08;1998;3;9;SEPI.1998.501;Checked;210;501;V;KILEBOJEN;;;;;20;4655;46G0;5835,399;1053,699;76;31;2,06;;;;;;;;;;;;
greater weever;1998-09-08;1998;3;9;SEPI.1998.502;Checked;212;502;V;5 W VÄDERÖARNA;;;;;20;4655;46G0;5832,2;1050,3;95;30;1,9;;;;;;;;;;;;502
greater weever;1998-09-08;1998;3;9;SEPI.1998.503;Checked;213;503;V;NW SKÄGGA;;;;;20;4556;45G1;5829,6;1107,599;55;30;2;;;;;;;;;;;;
greater weever;1998-09-08;1998;3;9;SEPI.1998.504;Checked;214;504;V;12 W HÅLLÖ;;;;;20;4555;45G0;5821,29;1051,04;131;30;1,98;;;;;;;;;;;;
greater weever;1998-09-08;1998;3;9;SEPI.1998.505;Checked;215;505;V;7 W HÅLLÖ;;;;;20;4555;45G0;5817,979;1058,449;103;30;2,05;;;;;;;;;;;;505
greater weever;1998-09-09;1998;3;9;SEPI.1998.506;Checked;216;506;V;SÖRGRUND;;;;;20;4556;45G1;5813,879;1111,229;63;30;1,9;;;;;;;;;;;;506
greater weever;1998-09-09;1998;3;9;SEPI.1998.507;Checked;217;507;V;19 W MÅSESKÄR;;;;;20;4555;45G0;5805,6;1043,599;225;30;1,92;;;;;;;;;;;;507
greater weever;1998-09-09;1998;3;9;SEPI.1998.508;Checked;218;508;V;9 W MÅSESKÄR;;;;;20;4556;45G1;5805,169;1103,79;131;30;1,89;;;;;;;;;;;;508
greater weever;1998-09-09;1998;3;9;SEPI.1998.509;Checked;219;509;V;13 W MARSTRAND;;;;;20;4456;44G1;5753,759;1110,8;64;30;1,9;;;;;;;;;;;;510
greater weever;1998-09-10;1998;3;9;SEPI.1998.511;Checked;220;511;V;LUNDÅKRABUKTEN;;;;;23;4057;40G2;5547,399;1252,699;18;30;1,87;;;;;;;;;;;;511
greater weever;1998-09-10;1998;3;9;SEPI.1998.513;Checked;221;513;V;N VEN;;;;;23;4057;40G2;5557,1;1240,8;28;24;1,58;;;;;;;;;;;;513
greater weever;1998-09-10;1998;3;9;SEPI.1998.514;Checked;222;514;V;NW HÖGANÄS;0;0;9;;23;4157;41G2;5612,83;1225,739;25;30;1,93;70,1;3,9;;0,5010;,12;2;220;2;Total length TL;;;515
greater weever;1998-09-10;1998;3;9;SEPI.1998.516;Checked;223;516;V;7 NW KULLEN;0;0;9;;21;4157;41G2;5622;1215,8;32;30;1,87;64,8;4,2;;0,4490;,098;2;190;2;Total length TL;;;516
greater weever;1998-09-10;1998;3;9;SEPI.1998.517;Checked;224;517;V;SKÄLDERVIKEN;;;;;21;4157;41G2;5620,5;1236,3;23;30;2,05;;;;;;;;;;;;
greater weever;1998-09-11;1998;3;9;SEPI.1998.519;Checked;225;519;V;10 WNW NIDINGEN;;;;;21;4356;43G1;5719,1;1134,5;63;30;1,99;;;;;;;;;;;;519
greater weever;1998-09-14;1998;3;9;SEPI.1998.520;Checked;226;520;V;E FLADEN;0;0;9;;21;4356;43G1;5707,899;1151,099;55;30;2,01;77,6;3,7;;0,5780;,1;2;200;2;Total length TL;;;520
greater weever;1998-09-14;1998;3;9;SEPI.1998.521;Checked;227;521;V;SANDEN;0;0;9;;21;4256;42G1;5657;1140,199;61;30;1,99;80,4;3,4;;0,5930;,12;2;220;2;Total length TL;;;521
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;180;2;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;190;2;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;220;4;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;230;2;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;240;4;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;250;2;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.523;Checked;228;523;V;7 N HJELM;0;0;9;;21;4155;41G0;5613,609;1057,76;21;30;2;65;4,1;;0,4820;1,8;18;320;2;Total length TL;;;523
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;190;4;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;200;12;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;210;4;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;220;8;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;230;2;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;240;2;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;260;4;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;270;6;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;280;2;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;290;4;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.524;Checked;229;524;V;6 E GRENÅ;0;0;9;;21;4156;41G1;5627,08;1105,359;19;30;1,98;65,7;4;;0,4820;5,28;52;310;4;Total length TL;;;524
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;190;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;220;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;260;4;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;280;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;290;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;300;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.525;Checked;230;525;V;6 NE LYSEGRUND;0;0;9;;21;4156;41G1;5620,93;1154,489;31;30;1,99;70,8;4;;0,5220;2,14;16;320;2;Total length TL;;;525
greater weever;1998-09-15;1998;3;9;SEPI.1998.526;Checked;231;526;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5635,799;1149,699;34;30;1,98;68,5;4,1;;0,5020;1,66;16;200;2;Total length TL;;;526
greater weever;1998-09-15;1998;3;9;SEPI.1998.526;Checked;231;526;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5635,799;1149,699;34;30;1,98;68,5;4,1;;0,5020;1,66;16;230;2;Total length TL;;;526
greater weever;1998-09-15;1998;3;9;SEPI.1998.526;Checked;231;526;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5635,799;1149,699;34;30;1,98;68,5;4,1;;0,5020;1,66;16;240;2;Total length TL;;;526
greater weever;1998-09-15;1998;3;9;SEPI.1998.526;Checked;231;526;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5635,799;1149,699;34;30;1,98;68,5;4,1;;0,5020;1,66;16;260;6;Total length TL;;;526
greater weever;1998-09-15;1998;3;9;SEPI.1998.526;Checked;231;526;V;7 S ANHOLT KNOB;0;0;9;;21;4256;42G1;5635,799;1149,699;34;30;1,98;68,5;4,1;;0,5020;1,66;16;270;4;Total length TL;;;526
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;160;2;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;170;2;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;200;2;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;210;2;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;220;4;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;260;2;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;270;4;Total length TL;;;527
greater weever;1998-09-15;1998;3;9;SEPI.1998.527;Checked;232;527;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,81;1150,56;45;30;2,03;82,3;3,5;;0,6190;1,9;20;320;2;Total length TL;;;527
greater weever;1998-09-16;1998;3;9;SEPI.1998.529;Checked;233;529;V;YTTRE LAHOLMSBUKTEN;;;;;21;4257;42G2;5633,899;1237,699;23;30;2,02;;;;;;;;;;;;529
greater weever;1998-09-16;1998;3;9;SEPI.1998.530;Checked;234;530;V;SW MORUPS BANK;0;0;9;;21;4257;42G2;5649,299;1213,199;37;30;1,94;68;3,9;;0,4890;,18;2;230;2;Total length TL;;;
greater weever;1998-09-16;1998;3;9;SEPI.1998.531;Checked;235;531;V;MORUPS BANK;;;;;21;4257;42G2;5652,299;1218,199;26;30;1,96;;;;;;;;;;;;
greater weever;1998-09-16;1998;3;9;SEPI.1998.532;Checked;236;532;V;GALTABÄCK;0;0;9;;21;4357;43G2;5700,799;1212,4;32;30;1,99;71,4;4;;0,5260;,16;2;230;2;Total length TL;;;532
greater weever;1998-09-16;1998;3;9;SEPI.1998.533;Checked;237;533;V;INRE VÄRÖTUBEN;;;;;21;4357;43G2;5711,299;1203,699;29;30;2,01;;;;;;;;;;;;533
greater weever;1999-01-25;1999;1;1;SEPI.1999.35;Checked;1;35;V;7 W VINGA;;;;;20;4456;44G1;5740,43;1122,66;73;30;1,9;;;;;;;;;;;;35
greater weever;1999-01-25;1999;1;1;SEPI.1999.36;Checked;2;36;V;6,5 NE SKAGENS REV;;;;;20;4456;44G1;5749,129;1102,92;48;30;1,9;;;;;;;;;;;;36
greater weever;1999-01-26;1999;1;1;SEPI.1999.41;Checked;3;41;V;30 N HIRTSHALS;;;;;20;4554;45F9;5804,14;0948,53;256;30;1,8;;;;;;;;;;;;41
greater weever;1999-01-26;1999;1;1;SEPI.1999.42;Checked;4;42;V;27 N HIRTSHALS;;;;;20;4554;45F9;5801,129;0951,1;147;30;2;;;;;;;;;;;;
greater weever;1999-01-26;1999;1;1;SEPI.1999.43;Checked;5;43;V;24 N HIRTSHALS;;;;;20;4454;44F9;5758,419;0952,2;99;30;1,9;;;;;;;;;;;;43
greater weever;1999-01-26;1999;1;1;SEPI.1999.44;Checked;6;44;V;17 N HIRTSHALS;;;;;20;4454;44F9;5753,54;0953,65;60;30;1,9;;;;;;;;;;;;
greater weever;1999-01-26;1999;1;1;SEPI.1999.45;Checked;7;45;V;11 N HIRTSHALS;;;;;20;4454;44F9;5745,6;0948,28;39;30;1,95;;;;;;;;;;;;45
greater weever;1999-01-27;1999;1;1;SEPI.1999.56;Checked;8;56;V;36 N HANSTHOLM;;;;;20;4453;44F8;5746,779;0846,85;214;30;1,9;;;;;;;;;;;;56
greater weever;1999-01-27;1999;1;1;SEPI.1999.57;Checked;9;57;V;31 N HANSTHOLM;;;;;20;4453;44F8;5738,27;0849,49;82;30;1,8;;;;;;;;;;;;
greater weever;1999-01-27;1999;1;1;SEPI.1999.58;Checked;10;58;V;24 N HANSTHOLM;;;;;20;4453;44F8;5731,799;0838,71;67;30;1,9;;;;;;;;;;;;58
greater weever;1999-01-27;1999;1;1;SEPI.1999.59;Checked;11;59;V;20 N HANSTHOLM;;;;;20;4353;43F8;5727,37;0834,5;55;30;1,9;;;;;;;;;;;;
greater weever;1999-01-27;1999;1;1;SEPI.1999.60;Checked;12;60;V;16 N HANSTHOLM;0;0;9;;20;4353;43F8;5724,729;0832,41;38;30;2,05;70,1;5,1;;0,5320;,42;2;340;2;Total length TL;;;60
greater weever;1999-01-28;1999;1;1;SEPI.1999.68;Checked;13;68;V;7,5 NE HIRTSHALS;;;;;20;4455;44G0;5744,29;1007,02;82;30;2;;;;;;;;;;;;
greater weever;1999-01-28;1999;1;1;SEPI.1999.69;Checked;14;69;V;5 N SKAGEN;;;;;20;4455;44G0;5749,859;1035,05;105;30;2;;;;;;;;;;;;
greater weever;1999-01-28;1999;1;1;SEPI.1999.71;Checked;15;71;V;7,5 NE SKAGENS REV;;;;;20;4455;44G0;5751,43;1057,04;74;30;2;;;;;;;;;;;;
greater weever;1999-01-28;1999;1;1;SEPI.1999.72;Checked;16;72;V;13 W MARSTRAND;;;;;20;4456;44G1;5752,29;1112,39;63;30;1,8;;;;;;;;;;;;72
greater weever;1999-02-01;1999;1;2;SEPI.1999.80;Checked;17;80;V;HERTAS FLAK;;;;;20;4455;44G0;5739,529;1059,089;32;30;1,9;;;;;;;;;;;;80
greater weever;1999-02-01;1999;1;2;SEPI.1999.81;Checked;18;81;V;LÄSÖ RÄNNA;;;;;21;4355;43G0;5727,899;1052,199;36;30;2;;;;;;;;;;;;81
greater weever;1999-02-02;1999;1;2;SEPI.1999.86;Checked;19;86;V;PERSGRUND;;;;;20;4655;46G0;5839,129;1050,06;79;30;1,8;;;;;;;;;;;;86
greater weever;1999-02-02;1999;1;2;SEPI.1999.87;Checked;20;87;V;KILEBOJEN;;;;;20;4655;46G0;5837,97;1053,719;74;30;2;;;;;;;;;;;;
greater weever;1999-02-02;1999;1;2;SEPI.1999.88;Checked;21;88;V;5 W VÄDERÖARNA;;;;;20;4655;46G0;5831,839;1050,609;96;30;1,9;;;;;;;;;;;;88
greater weever;1999-02-02;1999;1;2;SEPI.1999.89;Checked;22;89;V;NW SKÄGGA;;;;;20;4556;45G1;5829,49;1107,81;55;30;2;;;;;;;;;;;;
greater weever;1999-02-02;1999;1;2;SEPI.1999.90;Checked;23;90;V;12 W HÅLLÖ;;;;;20;4555;45G0;5821,259;1050,81;136;30;1,9;;;;;;;;;;;;90
greater weever;1999-02-03;1999;1;2;SEPI.1999.98;Checked;24;98;V;ANHOLT KNOB;;;;;21;4256;42G1;5637,229;1149,66;35;30;2;;;;;;;;;;;;98
greater weever;1999-02-03;1999;1;2;SEPI.1999.99;Checked;25;99;V;6 NE LYSEGRUND;;;;;21;4156;41G1;5620,819;1157,56;31;28;1,9;;;;;;;;;;;;99
greater weever;1999-02-03;1999;1;2;SEPI.1999.100;Checked;26;100;V;6 E GRENÅ;;;;;21;4156;41G1;5628,49;1106,01;18;30;2;;;;;;;;;;;;
greater weever;1999-02-03;1999;1;2;SEPI.1999.101;Checked;27;101;V;7 N HJELM;;;;;21;4155;41G0;5616,209;1058,89;21;30;2;;;;;;;;;;;;101
greater weever;1999-02-04;1999;1;2;SEPI.1999.111;Checked;28;111;V;LUNDÅKRABUKTEN;;;;;23;4057;40G2;5547,68;1252,219;19;30;1,9;;;;;;;;;;;;111
greater weever;1999-02-04;1999;1;2;SEPI.1999.112;Checked;29;112;V;N VEN;;;;;23;4057;40G2;5556,439;1241,339;27;30;2;;;;;;;;;;;;112
greater weever;1999-02-04;1999;1;2;SEPI.1999.113;Checked;30;113;V;SKÄLDERVIKEN;;;;;21;4157;41G2;5621,04;1233,989;23;30;1,9;;;;;;;;;;;;113
greater weever;1999-02-08;1999;1;2;SEPI.1999.114;Checked;31;114;V;SW VINGA;;;;;20;4456;44G1;5733,899;1137,91;44;30;2;;;;;;;;;;;;114
greater weever;1999-02-08;1999;1;2;SEPI.1999.115;Checked;32;115;V;4 N BÖCHERS BANK;0;0;9;;21;4356;43G1;5724,359;1119,53;39;30;1,9;81,1;4,2;;0,5710;,034;2;140;2;Total length TL;;;115
greater weever;1999-02-08;1999;1;2;SEPI.1999.116;Checked;33;116;V;10 WNW NIDINGEN;;;;;21;4356;43G1;5720,02;1135,099;65;30;2;;;;;;;;;;;;116
greater weever;1999-02-09;1999;1;2;SEPI.1999.125;Checked;34;125;V;NW HÖGANÄS;;;;;23;4157;41G2;5612,81;1225,75;24;34;2,2;;;;;;;;;;;;125
greater weever;1999-02-09;1999;1;2;SEPI.1999.126;Checked;35;126;V;7 NW KULLEN;;;;;21;4157;41G2;5622,2;1216,06;33;30;2;;;;;;;;;;;;126
greater weever;1999-02-09;1999;1;2;SEPI.1999.127;Checked;36;127;V;YTTRE LAHOLMSBUKTEN;;;;;21;4257;42G2;5632,85;1232,729;23;30;2;;;;;;;;;;;;127
greater weever;1999-02-09;1999;1;2;SEPI.1999.128;Checked;37;128;V;SW MORUPS BANK;;;;;21;4257;42G2;5649,25;1213,089;39;30;1,9;;;;;;;;;;;;128
greater weever;1999-02-09;1999;1;2;SEPI.1999.129;Checked;38;129;V;MORUPS BANK;;;;;21;4257;42G2;5652,509;1217,54;28;30;2,1;;;;;;;;;;;;
greater weever;1999-02-09;1999;1;2;SEPI.1999.130;Checked;39;130;V;GALTABÄCK;;;;;21;4357;43G2;5701,089;1212,01;31;30;2;;;;;;;;;;;;130
greater weever;1999-02-10;1999;1;2;SEPI.1999.138;Checked;40;138;V;FYRBANKEN;0;0;9;;21;4256;42G1;5647,569;1151,699;46;30;1,9;81,1;4,2;;0,5710;,62;2;340;2;Total length TL;;;138
greater weever;1999-02-10;1999;1;2;SEPI.1999.139;Checked;41;139;V;SANDEN;0;0;9;;21;4256;42G1;5655,229;1142,06;54;30;1,9;74;4,5;;0,5210;,3;2;290;2;Total length TL;;;139
greater weever;1999-02-10;1999;1;2;SEPI.1999.140;Checked;43;140;V;GROVES FLAK;;;;;21;4356;43G1;5709,129;1127,349;71;30;2;;;;;;;;;;;;140
greater weever;1999-02-10;1999;1;2;SEPI.1999.141;Checked;44;141;V;W FLADEN;;;;;21;4356;43G1;5712,35;1139,9;69;30;2;;;;;;;;;;;;
greater weever;1999-02-10;1999;1;2;SEPI.1999.142;Checked;45;142;V;E FLADEN;;;;;21;4356;43G1;5705,85;1149,81;57;30;1,9;;;;;;;;;;;;
greater weever;1999-02-10;1999;1;2;SEPI.1999.143;Checked;46;143;V;INRE VÄRÖTUBEN;;;;;21;4357;43G2;5711,129;1203,93;33;30;2;;;;;;;;;;;;143
greater weever;1999-02-11;1999;1;2;SEPI.1999.150;Checked;47;150;V;7 SW HÅLLÖ;;;;;20;4555;45G0;5819,049;1059,64;110;30;2;;;;;;;;;;;;150
greater weever;1999-02-11;1999;1;2;SEPI.1999.151;Checked;48;151;V;SÖRGRUND;;;;;20;4556;45G1;5815,419;1110,229;61;30;1,93;;;;;;;;;;;;151
greater weever;1999-02-11;1999;1;2;SEPI.1999.152;Checked;49;152;V;9 W MÅSESKÄR;;;;;20;4556;45G1;5805,31;1104,069;137;30;2;;;;;;;;;;;;152
greater weever;1999-02-11;1999;1;2;SEPI.1999.153;Checked;50;153;V;19 W MÅSESKÄR;;;;;20;4555;45G0;5806,189;1044,25;245;30;1,95;;;;;;;;;;;;153
greater weever;1999-08-30;1999;3;8;SEPI.1999.451;Locked;152;451;V;7 W VINGA;;;;;20;4456;44G1;5740,64;1122,65;76;30;1,74;;;;;;;;;;;;451
greater weever;1999-08-30;1999;3;8;SEPI.1999.452;Locked;153;452;V;HERTAS FLAK;;;;;20;4455;44G0;5740,89;1058,099;32;30;1,93;;;;;;;;;;;;452
greater weever;1999-08-30;1999;3;8;SEPI.1999.453;Locked;154;453;V;LÄSÖ RÄNNA;0;0;9;;21;4355;43G0;5727,459;1052,16;41;30;1,9;72,3;4,4;;0,5090;,038;2;130;2;Total length TL;;;453
greater weever;1999-08-31;1999;3;8;SEPI.1999.454;Locked;155;454;V;36 N HANSTHOLM;;;;;20;4453;44F8;5746,7;0846,6;222;30;1,71;;;;;;;;;;;;454
greater weever;1999-08-31;1999;3;8;SEPI.1999.455;Locked;156;455;V;31 N HANSTHOLM;;;;;20;4453;44F8;5738,29;0849,73;84;30;1,86;;;;;;;;;;;;
greater weever;1999-08-31;1999;3;8;SEPI.1999.456;Locked;157;456;V;24 N HANSTHOLM;;;;;20;4453;44F8;5731,899;0839,059;67;30;1,89;;;;;;;;;;;;456
greater weever;1999-08-31;1999;3;8;SEPI.1999.457;Locked;158;457;V;20 N HANSTHOLM;;;;;20;4353;43F8;5727,459;0834,64;58;30;1,87;;;;;;;;;;;;
greater weever;1999-08-31;1999;3;8;SEPI.1999.458;Locked;159;458;V;16 N HANSTHOLM;;;;;20;4353;43F8;5725,45;0834,619;39;30;1,86;;;;;;;;;;;;458
greater weever;1999-09-01;1999;3;9;SEPI.1999.459;Locked;160;459;V;30 N HIRTSHALS;;;;;20;4554;45F9;5804,799;0950,45;257;30;1,77;;;;;;;;;;;;459
greater weever;1999-09-01;1999;3;9;SEPI.1999.460;Locked;161;460;V;27 N HIRTSHALS;;;;;20;4554;45F9;5801,729;0952,5;150;30;1,98;;;;;;;;;;;;
greater weever;1999-09-01;1999;3;9;SEPI.1999.461;Locked;162;461;V;24 N HIRTSHALS;;;;;20;4454;44F9;5758,52;0951,84;106;30;1,75;;;;;;;;;;;;461
greater weever;1999-09-01;1999;3;9;SEPI.1999.462;Locked;163;462;V;17 N HIRTSHALS;;;;;20;4454;44F9;5753,819;0954,2;62;30;1,87;;;;;;;;;;;;
greater weever;1999-09-01;1999;3;9;SEPI.1999.463;Locked;164;463;V;11 N HIRTSHALS;;;;;20;4454;44F9;5745,549;0948,44;39;30;1,9;;;;;;;;;;;;463
greater weever;1999-09-02;1999;3;9;SEPI.1999.465;Locked;165;465;V;7,5 N HIRTSHALS;;;;;20;4455;44G0;5744,37;1007,909;82;30;1,9;;;;;;;;;;;;464
greater weever;1999-09-02;1999;3;9;SEPI.1999.466;Locked;166;466;V;4,5 N SKAGEN;;;;;20;4455;44G0;5749,899;1035,29;105;30;1,95;;;;;;;;;;;;466
